Locations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196
170,22,29,5,18,25,15,24,9,18,23,26,39,24,13,0,14,25,14,28,23,14,29,34,33,14,16,1,30,8,24,14,24,26,18,26,13,38,20,19,19,13,21,9,5,22,25,20,9,14,20,8,28,39,22,26,14,26,17,27,37,29,4,20,18,5,29,17,16,21,13,6,30,10,25,23,15,26,7,7,13,22,24,20,15,17,17,12,14,16,6,12,25,20,5,20,16,15,19,27,22,18,7,24,16,14,18,18,26,30,14,34,12,13,22,24,26,40,24,24,20,8,20,31,24,31,18,23,20,19,13,23,22,23,39,14,10,20,24,22,9,14,19,21,26,18,6,14,17,8,8,24,20,19,30,30,16,18,18,18,17,20,12,25,31,1,14,22,25,23,0,29,27,10,13,22,29,20,30,26,39,17,16,36,17,25,36,19,23,25,22,24,6,20,16,27,8
171,20,1,32,26,21,32,12,25,13,6,15,20,24,32,28,14,14,14,14,6,16,1,27,6,22,13,28,1,20,10,17,5,6,14,14,27,22,38,10,14,30,8,36,25,19,4,14,25,27,14,20,20,12,5,2,14,14,12,11,19,12,30,19,12,22,32,12,12,8,15,23,31,28,4,19,29,2,22,26,15,8,4,14,15,12,11,25,33,12,27,20,3,38,24,9,13,14,37,14,16,14,33,4,26,14,13,17,1,3,15,7,17,15,6,13,15,20,15,6,7,20,39,13,6,17,10,14,9,14,14,6,6,23,12,14,20,13,6,10,24,25,9,8,6,12,33,14,15,20,20,20,18,36,8,8,12,11,12,10,27,27,26,12,29,28,42,7,4,25,29,0,4,36,25,28,32,36,3,18,23,11,12,19,11,18,18,10,6,13,21,10,22,17,18,14,22
172,19,4,28,22,18,28,9,21,10,6,12,24,20,26,25,12,12,11,14,3,14,4,24,8,18,10,24,4,18,9,14,3,3,12,12,21,23,34,8,12,26,6,35,24,17,1,11,21,24,11,18,16,15,3,4,12,12,9,14,25,13,28,16,9,21,28,9,10,6,13,20,27,26,0,17,26,4,20,22,13,8,2,11,12,9,9,21,30,9,25,16,4,35,22,6,10,11,32,14,13,12,32,2,22,13,9,14,4,7,12,9,14,12,6,11,12,25,12,3,6,18,34,10,3,18,7,11,7,11,12,4,3,22,14,13,17,11,3,7,22,23,6,5,2,9,30,12,13,17,18,17,16,32,4,5,11,8,9,8,26,25,23,10,28,25,38,5,1,22,27,4,0,35,20,26,28,36,6,16,25,9,9,22,8,15,22,7,3,10,18,11,22,14,16,14,18
173,17,40,6,12,18,20,26,13,28,33,24,34,16,20,10,23,22,24,24,33,22,38,27,42,22,26,10,36,17,27,23,32,36,23,23,22,32,25,28,23,20,31,4,12,18,34,29,13,11,30,16,21,50,32,36,23,24,27,27,35,24,8,19,25,15,22,25,25,29,23,16,25,20,36,18,23,35,16,13,23,29,34,31,22,25,26,20,22,26,12,21,34,26,12,29,26,24,25,22,30,23,3,33,26,24,28,28,35,40,24,44,21,22,32,25,22,35,22,32,32,17,28,41,32,26,27,32,28,24,22,33,31,16,48,23,18,24,36,33,14,12,30,29,36,26,8,23,23,16,17,17,19,25,38,38,25,28,27,27,10,13,22,25,24,10,12,32,33,15,10,36,35,0,21,15,23,27,40,21,33,27,25,37,26,20,30,27,33,25,17,26,14,22,25,24,18
174,28,25,17,23,29,9,29,14,11,25,32,43,30,10,13,20,30,11,33,22,12,24,38,28,2,15,12,22,12,27,7,22,18,23,30,2,45,15,23,23,9,25,20,10,27,21,10,15,19,10,5,32,30,24,24,12,32,15,32,43,34,13,26,14,7,34,14,22,24,14,7,36,5,20,29,6,23,7,12,9,26,22,10,20,15,17,2,10,22,12,5,26,14,10,22,15,16,14,34,10,23,18,22,3,16,11,7,24,27,12,21,11,12,25,29,29,43,29,22,25,8,15,20,22,36,18,11,24,25,16,20,22,29,27,18,16,26,18,14,14,20,21,24,17,12,18,19,21,9,8,30,26,13,16,18,17,21,11,15,21,25,3,31,37,12,25,24,20,29,13,25,20,21,0,26,35,19,21,32,46,18,16,44,18,31,40,24,22,30,28,29,11,27,6,32,4
175,7,28,21,4,8,36,18,13,18,22,14,19,4,32,22,13,14,16,15,22,16,27,13,33,25,16,22,28,16,18,20,22,24,14,14,30,16,39,18,14,34,21,18,16,8,24,20,12,8,20,22,9,39,24,26,15,14,16,16,25,15,17,10,17,20,8,17,16,21,14,23,10,31,26,8,31,25,18,15,18,20,24,20,14,17,16,27,35,17,27,23,26,39,16,19,15,14,40,13,22,14,16,23,30,13,20,19,26,30,14,35,16,16,22,15,13,25,13,24,20,19,42,31,24,12,18,22,18,14,13,22,23,4,40,13,10,15,25,22,12,8,20,20,24,16,21,13,13,18,19,8,10,37,30,29,16,17,18,18,5,2,28,16,10,22,26,20,24,4,22,28,26,15,26,0,8,41,30,10,20,17,16,28,17,11,22,19,23,15,8,18,15,12,21,14,25
176,10,32,28,11,11,43,21,22,23,26,17,14,8,41,30,16,17,24,18,26,23,31,5,37,32,20,30,32,24,22,27,28,28,17,17,36,9,46,22,17,41,25,25,24,12,27,24,20,15,26,31,12,44,27,28,22,16,21,20,30,20,25,13,21,27,1,20,20,24,22,31,2,38,28,11,40,30,27,23,25,24,26,24,17,19,20,34,46,19,33,28,29,50,23,22,20,18,47,17,26,16,24,28,38,19,24,27,29,33,23,36,22,24,26,19,17,26,16,27,24,27,50,35,26,14,20,26,23,17,19,26,26,8,43,17,19,19,29,26,22,16,24,24,30,22,31,17,16,25,27,11,12,45,31,32,18,20,24,20,13,10,38,19,2,29,34,25,27,7,29,32,28,23,35,8,0,48,34,14,15,20,19,31,20,14,25,22,26,18,11,21,22,16,29,18,32
177,42,40,20,37,44,13,41,27,26,41,46,57,42,11,19,34,45,26,47,36,27,37,51,41,20,29,19,39,26,44,20,37,32,36,43,19,56,16,38,39,11,38,22,24,41,37,25,28,34,28,18,46,47,35,37,27,44,28,48,56,48,23,42,28,20,46,29,34,40,28,18,50,16,33,43,20,36,22,26,24,40,36,27,34,28,29,20,11,36,15,19,40,17,24,36,29,29,17,49,28,39,26,35,22,30,26,24,39,39,26,40,26,27,40,44,46,60,42,37,40,23,6,37,38,51,32,30,38,40,31,33,34,44,48,32,32,40,32,29,28,34,36,38,33,27,18,34,36,22,21,43,39,14,37,38,29,36,24,27,36,38,19,42,52,20,14,40,32,41,20,36,36,27,19,41,48,0,39,48,59,32,31,56,31,46,54,40,34,44,42,44,25,38,22,46,17
178,24,4,34,28,24,29,13,28,13,9,18,23,26,28,30,17,17,16,17,9,18,3,30,6,19,16,29,3,23,12,17,8,6,17,17,23,26,34,13,18,27,10,39,28,22,7,12,28,28,11,22,22,10,8,5,18,18,15,14,24,16,34,21,15,25,34,15,14,11,19,26,32,26,6,22,28,5,26,27,18,12,8,12,18,15,15,22,30,14,31,19,6,36,29,12,15,17,36,17,13,16,36,7,23,18,12,14,4,6,17,4,20,18,9,15,16,24,18,8,10,24,37,11,8,21,12,13,13,18,18,9,9,27,9,18,22,15,6,9,26,28,11,11,6,14,36,17,18,24,24,24,22,33,6,6,16,14,13,13,32,31,22,14,32,30,44,10,7,28,30,3,6,40,21,30,34,39,0,20,24,14,15,22,14,20,19,12,8,16,24,14,26,19,16,16,22
179,4,19,25,9,3,42,7,20,22,12,4,13,6,39,26,14,4,22,5,13,20,18,9,22,29,17,28,18,20,8,25,13,15,8,4,35,11,48,8,9,41,11,25,22,4,15,23,19,13,22,29,2,29,13,15,19,4,18,7,16,6,22,6,18,26,15,17,11,10,18,28,12,38,15,3,37,17,24,19,22,10,14,23,12,18,16,32,41,10,32,28,14,44,22,10,18,15,43,3,24,9,22,15,34,18,22,26,17,20,20,24,21,21,12,5,4,14,4,13,12,24,44,22,13,6,16,23,9,8,18,13,12,6,30,14,16,6,15,20,19,13,10,10,16,21,29,14,10,24,26,4,6,42,19,20,16,11,21,18,11,12,34,6,12,27,32,10,14,6,26,18,16,21,32,10,14,48,20,0,14,15,16,16,16,2,12,8,12,5,5,7,20,7,27,4,31
180,19,21,37,23,17,54,18,33,34,19,15,2,17,51,39,28,15,36,11,25,35,24,10,22,46,29,43,22,36,18,40,23,29,22,15,48,6,56,21,22,50,20,36,37,17,26,35,33,26,35,42,12,28,23,22,33,15,31,13,16,13,37,20,32,39,16,31,24,20,33,42,14,52,26,17,53,24,40,34,36,18,23,34,27,32,29,47,53,23,44,42,22,60,36,24,30,28,59,13,36,22,36,25,46,29,36,39,23,20,34,28,33,35,21,16,16,13,18,24,20,38,57,34,25,8,29,38,23,22,30,25,26,17,29,26,30,21,28,30,30,26,24,21,28,34,42,25,23,38,38,16,20,55,30,30,30,24,33,33,24,21,48,16,14,40,46,21,26,18,39,23,25,33,46,20,15,59,24,14,0,29,30,16,28,16,11,21,23,15,19,16,35,19,41,12,42
181,10,12,21,15,12,27,11,14,7,8,13,26,13,26,17,4,13,7,17,6,6,12,21,16,16,3,16,11,9,10,12,6,9,6,13,19,26,32,7,6,26,8,24,15,11,8,8,14,15,8,14,16,25,7,10,6,13,4,16,26,15,18,9,4,12,21,4,5,7,4,16,19,22,9,12,23,10,11,14,9,10,7,8,4,4,2,20,27,4,18,13,8,32,14,5,3,3,31,15,10,6,23,8,20,4,7,11,11,14,6,17,7,6,8,12,14,26,11,6,9,9,31,15,6,20,2,9,6,7,4,6,6,13,23,4,9,9,8,6,14,14,4,7,9,6,23,4,5,10,11,12,8,32,12,14,2,5,7,4,17,17,20,12,19,16,29,7,8,13,17,11,9,27,18,17,20,32,14,15,29,0,2,26,1,12,24,8,6,13,10,12,13,9,13,16,16
182,12,12,22,14,13,24,12,14,6,10,16,29,12,24,16,4,15,6,18,6,5,11,23,18,14,2,16,12,9,13,10,7,9,8,14,18,28,30,8,8,24,10,25,14,12,8,6,13,14,7,13,18,24,7,10,5,15,2,16,28,17,18,10,2,11,20,2,6,9,4,13,20,21,9,14,23,11,10,13,7,11,7,7,4,2,1,18,26,6,16,11,9,30,14,6,2,2,30,16,9,8,24,8,19,3,6,10,11,14,4,18,6,5,10,12,14,30,12,7,10,9,30,16,7,22,2,7,8,9,3,6,6,12,24,4,8,10,9,6,13,14,6,9,10,5,22,4,7,9,9,14,10,29,12,14,1,6,6,2,16,17,19,15,20,16,32,8,9,13,16,12,9,25,16,16,19,31,15,16,30,2,0,26,2,14,25,9,7,14,11,15,12,10,11,18,15
183,20,19,36,24,18,52,15,30,30,16,14,17,22,48,38,24,14,30,12,21,30,19,25,15,39,28,37,18,32,14,37,20,25,19,14,46,22,56,19,19,50,18,34,34,18,21,33,29,25,31,38,18,19,21,20,29,14,28,10,2,11,35,18,27,35,30,27,22,18,29,40,28,48,22,19,48,20,36,31,34,16,21,32,23,29,25,44,52,21,43,38,18,56,33,20,28,25,56,14,35,20,34,22,43,27,33,37,20,16,30,25,30,30,17,14,13,3,14,21,17,34,55,31,20,17,27,32,20,19,27,23,22,22,18,24,26,17,24,30,29,24,21,19,26,32,38,24,21,34,35,20,18,56,26,27,26,21,33,30,28,27,43,13,30,37,42,19,23,22,36,19,22,37,44,28,31,56,22,16,16,26,26,0,26,16,5,17,22,13,20,12,31,17,36,12,41
184,11,12,21,16,12,26,12,14,6,9,14,27,13,25,18,4,13,6,17,6,6,11,22,16,14,3,18,12,10,11,11,6,8,7,14,19,25,32,7,7,24,8,27,14,11,7,7,14,16,8,13,16,25,6,9,6,14,3,17,26,16,18,10,3,13,22,3,5,8,5,14,20,22,9,13,24,10,11,14,8,10,7,8,4,3,1,19,26,5,17,12,8,32,16,6,3,3,30,16,10,7,23,8,20,4,7,11,10,13,6,18,6,6,9,12,14,27,11,6,9,10,30,14,6,20,2,9,6,8,4,6,5,13,22,4,9,9,9,6,14,15,5,8,9,5,23,4,6,10,10,12,9,30,11,14,2,5,6,4,18,17,20,14,20,17,30,7,8,13,17,11,8,26,18,17,20,31,14,16,28,1,2,26,0,14,23,8,6,13,11,13,13,9,12,16,15
185,4,19,23,9,3,39,8,17,20,12,4,14,6,37,26,11,4,20,5,13,18,18,9,23,27,16,25,18,20,8,24,14,15,7,4,31,13,45,8,7,36,11,21,20,2,14,20,17,12,21,27,4,31,13,17,18,4,16,7,16,6,22,4,16,23,14,16,8,10,16,28,12,34,16,2,34,16,23,18,21,10,13,20,10,16,14,31,38,8,29,25,15,45,20,9,16,14,43,3,22,7,20,14,31,15,19,24,17,20,18,23,20,20,12,5,4,14,3,12,12,21,45,21,12,8,14,21,9,6,16,12,13,6,31,11,14,5,16,16,16,10,10,11,15,19,26,11,8,22,23,2,5,42,19,19,14,8,20,16,11,11,34,6,13,27,29,11,14,6,25,18,15,20,31,11,14,46,20,2,16,12,14,16,14,0,12,9,13,5,3,7,18,4,25,5,28
186,15,17,35,21,14,49,13,29,30,16,10,12,18,50,35,23,11,32,8,21,29,18,21,15,39,27,36,17,30,12,35,20,24,17,10,42,16,56,18,17,48,16,33,32,14,20,31,26,22,32,35,14,20,19,18,29,11,28,8,5,8,31,16,28,34,25,27,19,17,27,38,23,44,22,13,44,19,33,28,31,14,20,30,21,27,24,43,51,18,42,37,17,52,32,19,26,25,52,9,32,18,30,20,43,27,31,33,18,14,30,24,31,28,16,12,11,4,12,19,16,33,55,30,19,11,24,31,18,16,27,22,20,18,17,22,25,16,24,27,27,22,19,17,23,28,37,22,20,33,34,14,15,55,25,25,25,19,30,28,21,22,44,11,23,35,42,17,22,19,36,18,22,30,40,22,25,54,19,12,11,24,25,5,23,12,0,16,20,11,15,11,28,15,37,8,37
187,12,11,24,16,11,33,4,15,14,4,6,21,14,33,20,6,6,14,9,5,13,10,17,14,24,11,22,10,14,4,18,5,8,5,6,27,18,38,2,5,31,3,26,16,10,6,15,15,17,16,22,10,22,5,8,12,6,11,8,20,9,20,9,11,18,22,11,3,2,12,23,20,30,7,10,32,8,19,15,16,2,6,15,6,10,9,26,34,3,24,21,7,38,15,3,10,8,39,8,17,5,24,6,26,10,15,19,9,12,13,16,14,13,4,4,6,20,6,5,3,18,38,15,5,13,8,16,2,4,10,6,4,15,22,7,10,4,8,11,14,16,4,2,8,14,23,6,5,16,17,10,10,38,10,12,9,3,15,11,19,19,27,6,20,21,33,3,7,14,19,10,7,27,24,19,22,40,12,8,21,8,9,17,8,9,16,0,4,5,12,6,14,6,21,8,22
188,16,6,28,20,16,29,8,20,10,5,10,23,19,28,24,10,10,11,13,1,10,6,21,11,19,8,22,6,15,7,15,2,4,9,10,24,22,34,5,10,30,4,30,20,14,2,11,19,21,12,18,14,19,2,4,10,9,7,12,24,12,24,13,7,18,28,7,6,4,10,18,25,26,3,15,28,4,16,19,12,6,2,11,9,7,6,22,30,7,22,17,4,36,21,4,7,8,35,12,13,9,30,2,24,10,11,14,5,8,9,12,12,10,5,8,10,23,10,1,5,15,34,11,1,17,5,12,4,8,10,2,1,19,17,10,14,8,4,8,18,20,4,4,4,9,28,9,10,16,15,15,14,34,6,8,8,6,11,7,22,22,24,9,24,23,35,3,2,18,23,6,3,33,22,23,26,34,8,12,23,6,7,22,6,13,20,4,0,9,15,9,18,11,16,13,20
189,9,14,23,13,8,39,2,17,20,8,2,14,10,36,24,12,2,20,5,9,18,12,14,19,27,15,26,13,19,4,23,8,13,6,2,33,13,46,6,6,37,6,24,20,7,10,20,16,14,20,26,7,26,8,11,18,2,16,4,14,4,22,6,16,24,19,16,8,5,17,28,16,33,10,8,36,11,22,17,21,5,9,20,11,16,13,32,38,8,29,26,10,42,20,8,16,13,43,4,23,6,21,9,31,14,18,24,12,14,18,19,19,19,8,1,2,16,2,8,6,22,44,19,8,8,14,21,7,6,15,10,10,12,24,11,14,4,12,16,15,14,8,5,12,17,24,11,8,22,24,7,6,40,14,16,14,8,18,17,16,16,31,1,17,24,30,6,10,12,25,13,10,25,30,15,18,44,16,5,15,13,14,13,13,5,11,5,9,0,9,2,18,4,26,4,28
190,1,22,21,5,2,36,11,14,18,16,6,17,3,33,23,9,6,16,8,15,17,20,12,25,24,13,24,21,16,11,22,16,18,7,7,30,16,39,11,7,34,14,19,18,2,17,18,14,9,18,23,6,32,16,19,16,7,14,11,19,9,19,2,13,20,11,14,10,14,15,25,9,33,18,2,33,19,20,14,19,14,16,18,8,13,11,30,37,9,26,23,18,42,18,12,13,11,40,6,19,7,17,17,31,13,18,21,19,23,16,27,17,16,16,8,7,17,6,15,14,20,41,24,15,11,11,20,12,7,13,14,16,3,32,9,11,8,19,15,14,8,12,13,18,16,23,9,6,20,20,2,2,39,22,22,11,10,17,13,8,8,30,9,9,23,27,14,18,4,22,21,18,17,28,8,11,42,24,5,19,10,11,20,11,3,15,12,15,9,0,10,17,5,24,8,25
191,11,12,24,15,9,38,2,16,19,5,4,15,13,36,25,12,4,20,4,10,18,11,16,16,29,16,25,11,19,2,24,8,13,7,4,32,13,44,6,6,38,5,26,20,10,10,21,16,15,21,26,10,23,8,9,19,4,16,3,14,3,21,8,16,25,21,16,9,6,16,27,18,34,10,10,36,9,22,17,22,4,9,20,11,15,14,31,40,8,30,27,8,44,20,8,16,14,45,5,23,7,25,9,32,15,21,24,10,13,19,18,19,19,6,3,4,15,5,8,4,22,43,20,9,7,14,22,7,6,15,11,9,14,23,12,14,5,13,16,17,15,9,6,13,19,26,11,8,21,22,9,9,43,15,15,15,8,19,16,19,18,32,2,20,26,32,6,11,13,24,10,11,26,29,18,21,44,14,7,16,12,15,12,13,7,11,6,9,2,10,0,18,6,25,3,29
192,16,24,9,12,18,19,18,3,13,18,19,35,18,18,6,9,20,10,22,18,8,22,28,29,10,11,7,23,3,17,9,19,22,12,19,14,31,25,14,12,18,17,13,2,17,20,14,3,8,16,8,22,36,18,22,9,20,12,21,31,22,6,16,12,6,22,12,12,16,9,8,25,16,20,18,17,21,4,2,9,16,20,16,9,12,12,14,21,12,12,8,20,26,2,15,11,10,25,23,16,13,12,20,14,9,15,14,22,26,9,29,7,8,18,17,20,35,18,19,16,4,27,27,18,26,14,18,14,13,8,18,18,18,36,9,5,15,21,18,3,9,15,16,20,12,10,10,10,3,4,17,15,24,23,26,11,13,14,13,10,13,14,19,25,7,18,16,20,16,6,22,22,14,11,15,22,25,26,20,35,13,12,31,13,18,28,14,18,18,17,18,0,14,10,22,9
193,6,16,20,10,4,34,6,13,15,11,5,19,8,34,20,7,5,16,9,11,15,16,13,22,23,12,21,17,15,7,19,12,14,2,5,30,17,41,6,2,32,9,22,16,4,13,16,12,11,16,22,8,30,11,15,14,5,12,8,18,8,18,3,12,19,17,12,4,8,12,24,14,30,14,4,32,14,19,14,17,9,12,16,6,12,10,28,36,5,26,21,13,40,15,8,11,10,38,8,18,2,19,12,29,11,15,20,16,17,14,21,15,14,10,3,5,19,3,11,9,18,40,21,11,12,10,17,7,3,11,11,11,8,28,7,10,4,14,13,12,10,8,8,14,14,22,7,4,18,18,4,3,37,16,19,10,6,16,12,12,13,27,5,14,21,25,9,13,8,20,17,14,22,27,12,16,38,19,7,19,9,10,17,9,4,15,6,11,4,5,6,14,0,22,8,24
194,24,18,19,19,24,15,24,11,6,21,27,40,24,12,15,14,24,6,29,16,7,18,35,22,3,10,14,18,7,22,2,18,13,19,26,7,39,18,19,19,12,21,24,12,23,17,5,11,14,6,7,27,26,18,19,7,26,10,29,38,30,16,21,10,10,29,10,18,20,9,9,30,10,15,24,12,18,9,12,4,22,16,6,15,10,12,7,14,17,13,3,20,19,12,17,10,11,19,28,8,19,22,16,7,10,6,3,19,22,7,19,6,7,21,23,25,40,22,18,20,8,20,18,16,34,12,8,18,20,10,15,16,23,24,14,12,21,13,9,12,15,16,20,13,8,20,14,18,7,7,24,21,18,14,16,11,18,6,9,16,20,8,26,30,14,28,19,14,22,16,18,16,25,6,21,29,22,16,27,41,13,11,36,12,25,37,21,16,26,24,25,10,22,0,29,6
195,8,14,25,12,7,42,5,20,21,8,3,12,10,41,27,14,3,23,1,13,21,14,14,18,30,18,28,14,23,5,28,12,16,10,3,34,10,49,9,10,42,8,24,22,6,12,24,18,14,23,29,7,26,11,11,21,3,18,3,12,2,25,8,19,26,20,19,11,8,20,29,17,39,13,6,40,12,26,22,24,6,11,22,14,19,17,34,44,11,33,28,11,47,22,11,18,17,47,2,26,10,22,12,34,17,23,26,12,15,21,20,22,22,8,5,3,12,5,12,8,24,47,24,11,5,17,24,10,9,19,14,12,10,26,14,17,7,16,20,19,13,11,9,16,21,29,14,11,26,25,7,8,47,18,18,18,12,22,19,16,16,35,3,16,27,33,9,14,11,27,14,14,24,32,14,18,46,16,4,12,16,18,12,16,5,8,8,13,4,8,3,22,8,29,0,31
196,26,22,13,21,28,11,26,11,10,24,28,44,27,10,9,17,28,8,31,18,10,21,37,24,5,12,8,22,10,25,5,20,17,22,28,5,42,17,21,22,10,22,17,8,27,20,12,12,17,12,2,31,32,20,21,10,27,12,30,42,30,10,24,12,4,32,13,20,22,12,3,33,7,18,27,8,21,5,10,7,25,20,12,18,13,15,4,12,20,7,4,22,17,8,21,13,15,16,32,14,21,16,19,7,13,10,9,21,24,10,25,8,10,23,28,29,41,27,21,24,6,16,24,19,35,15,14,22,22,12,17,19,26,30,17,14,25,16,15,12,17,20,22,17,10,15,18,21,6,5,26,24,14,20,22,14,20,9,12,20,22,5,27,35,8,22,22,17,25,8,22,18,18,4,25,32,17,22,31,42,16,15,41,15,28,37,22,20,28,25,29,9,24,6,31,0
